word,tran,type,frq,exchange
stiletto,"n. 细高跟女鞋; 短剑, 钻孔锥",9,18927,s:stilettos
still,a.静止的 n.寂静,2,118,s:stills/i:stilling/p:stilled/3:stills/d:stilled
stillborn,"a. 生下来已死的, 死产的\n[医] 死产的",0,18755,s:stillborns
stillness,"n. 静止, 沉静",9,8790,s:stillnesses
stilt,"n. 高跷, 支柱, 脚柱",9,22251,s:stilts/p:stilted/d:stilted
stilted,a. （文章，谈话）不自然的；夸张的,8,15486,0:stilt/1:pd/p:stilted/d:stilted
stimulant,"a. 兴奋性的, 激励的, 鼓舞的\nn. 兴奋剂, 酒精饮料",9,15555,s:stimulants
stimulate,vt.刺激，激励，激发,4,4870,d:stimulated/3:stimulates/p:stimulated/i:stimulating
stimulated,a. 受激的,0,5249,0:stimulate/1:dp/p:stimulated/d:stimulated
stimulating,"a. 刺激的, 有刺激性的",9,5738,0:stimulate/1:i/i:stimulating
stimulation,"n. 刺激, 激励, 鼓舞\n[医] 兴奋, 刺激",9,5533,s:stimulations
stimulator,[医] 刺激质; 刺激器,0,28378,s:stimulators
stimulus,(pl stimuli) n. 刺激(物)，激励,5,3844,s:stimuli
sting,vt.刺；刺痛 vi.&n.刺,4,6758,d:stung/p:stung/s:stings/3:stings/i:stinging
stinger,"n. 刺激者, 讽刺者",0,23768,s:stingers
stinginess,n. 小气,8,24642,
stinging,"a. 刺人的, 刺一般的, 激烈的",9,10251,i:stinging/0:stinging/1:i
stingray,n. [鱼]黄貂鱼,0,21455,s:stingrays
stingy,"a. 小气的,吝啬的,缺乏的,有刺的",7,20680,
stink,"n. 臭味, 臭气 vi. 发臭味, 名声臭 vt. 用臭味赶",9,11327,3:stinks/p:stank/i:stinking/s:stinks/d:
stinking,"a. 发恶臭的, 非常讨厌的, 烂醉如泥的",0,11411,0:stink/1:i/i:stinking
stinky,a. 发恶臭的,0,22903,t:stinkiest
stint,v. 节省，节制,8,10998,s:stints/d:stinted/i:stinting/3:stints/p:stinted
stipend,"n. 薪金, 定期生活津贴",9,18928,s:stipends
stipple,v. 点画，点描,8,23912,p:stippled/i:stippling/d:stippled/s:stipples/3:stipples
stipulate,"v. 规定, 保证",6,14574,p:stipulated/d:stipulated/3:stipulates/i:stipulating
stipulation,"n. 约束, 约定, 契约\n[经] 订定, 规定, 条款",9,13542,s:stipulations
stir,vt.动；拨动；激动,4,4479,p:stirred/i:stirring/d:stirred/3:stirs
stir-fry,"v. 用旺火煸, 用旺火炒 n. 炒出来的菜, 炒菜",9,28379,s:stir-fries
stirring,"a. 活跃的, 忙碌的, 激动人心的",9,5906,0:stir/1:i/s:stirrings/i:stirring
stirrup,"n. 马镫, 镫具, U形物 [化] 钢箍",9,17007,s:stirrups
stitch,n.一针；针脚 vt.缝,4,5180,s:stitches/d:stitched/i:stitching/p:stitched/3:stitches
stitching,"[机] 缀缝熔接, 柄, 货; 库存的, 现有的; 买进, 装柄, 储藏",9,11514,0:stitch/1:i/i:stitching
stock,n.原料；库存品；股本,4,1041,s:stocks/d:stocked/i:stocking/p:stocked/3:stocks
stockade,n. （防御用的）栅栏，围栏,8,16817,s:stockades/i:stockading/p:stockaded/3:stockades/d:stockaded
stockbroker,n. 股票经纪人,9,11539,s:stockbrokers
stockholder,"n. 股东, 股票持有者, 股票所有人",9,28380,s:stockholders/3:stockholders
stocking,n.长(统)袜,2,6534,0:stock/1:i/s:stockings/i:stocking
stockpile,"n. 储蓄, 积蓄, 库存 vt. 储蓄, 贮存",9,16100,s:stockpiles/i:stockpiling/d:stockpiled/p:stockpiled/3:stockpiles
stockpot,n. 汤锅,0,28381,s:stockpots
stocky,"a. 矮胖的,健壮结实的",7,12070,r:stockier
stockyard,n. 牲畜围栏,0,28382,s:stockyards
stodgy,"a. 不易消化的,塞满的,笨重的,庸俗的,平凡的",7,19221,
stoic,n. 坚忍克己之人,8,19116,s:stoics
stoically,adv. 坚忍地；恬淡寡欲地,0,19718,
Stoicism,"n. 斯多葛哲学, 禁欲主义, 淡泊",0,19741,
stoke,v. 给...添加燃料,8,5731,d:stoked/i:stoking/p:stoked/3:stokes/s:stokes
stoker,"n. 司炉, 加煤机, 自动添煤装置\n[化] 加煤机",0,16305,s:stokers
stolen,steal的过去分词\n[经] 被偷窃的,9,2570,0:steal/1:d/d:stolen
stolid,a. （贬）（人）无动于衷的，冷漠的,8,18044,
stomach,n.胃；肚子；食欲,2,2480,s:stomachs/i:stomaching/p:stomached/3:stomaches/d:stomached
stomachache,"n. 胃痛, 肚子痛",2,28383,
stomp,"n. 跺脚 vt. 跺, 践踏 vi. 跺脚, 践踏",9,20461,i:stomping/p:stomped/d:stomped/3:stomps/s:stomps
stomping,"v. 跺脚, 践踏, 重踏( stomp的现在分词 )",0,19012,0:stomp/1:i/i:stomping
stone,n.石，石头；宝石,2,1029,s:stones/d:stoned/p:stoned/i:stoning/3:stones
stoned,"a. 有核的, 除去核的, 醉酒的",9,12318,0:stone/1:dp/p:stoned/d:stoned
stoner, 投石者; 铺石块者; 琢石者; 去果核的工具,0,28384,
stonewall,v. 拖延议事，设置障碍,8,28385,s:stonewalls/i:stonewalling/p:stonewalled/3:stonewalls/d:stonewalled
stoneware,n. 瓷器\n[化] 炻器,9,28386,s:stonewares
stonework,"n. 石造物, 建筑物的石造部分, 石方工程, 石细工, 石匠工场, 石铺",0,28387,
stony,a.多石的；冷酷的,4,8189,r:stonier
stooge,"n. 喜剧配角(或丑角), 下手, 助手\nvi. 充当配角",0,22252,s:stooges/i:stooging/3:stooges/p:stooged/d:stooged
stool,n.凳子,4,5471,s:stools/i:stooling/p:stooled/3:stools/d:stooled
stoop,vi.俯身；弯身 n.弯腰,4,12847,p:stooped/i:stooping/3:stoops/d:stooped/s:stoops
stooped,"a. 弯腰的, 曲背的\nv. 弯腰( stoop的过去式和过去分词 ); 屈身; 俯首; 屈尊",0,10934,0:stoop/1:pd/p:stooped
stop,vt.塞住；阻止；停止,1,566,p:stopped/d:stopped/i:stopping/3:stops/s:stops
stopgap,"n. 权宜之计, 补缺者\na. 暂时的, 权宜的",0,28388,s:stopgaps
stoplight,n. 交通信号灯,9,28389,
stopover,n. 中途停留,0,28390,s:stopovers/3:stopovers
stoppage,"n. 停止, 中止, 阻塞, 阻碍, 堵塞, 故障, 停付, 扣除, 扣留, 停工, 罢工\n[化] 停机",0,13581,s:stoppages
stopped,v. 停止；停下来（stop的过去式和过去分词）,9,972,0:stop/1:pd/p:stopped/d:stopped
stopper,"n. 阻止的人, 木塞, 制止器 vt. 用塞子塞住, 闭嘴",9,15784,s:stoppers/p:stoppered/d:stoppered/i:stoppering/3:stoppers
stopwatch,"n. 计时表, 码表",3,19222,
storage,n.贮藏；贮藏量,3,2463,s:storages
store,n.贮藏；贮存品；商店,2,1774,s:stores/d:stored/p:stored/i:storing/3:stores
stored,a. 储存的,9,3045,0:store/1:dp/d:stored/p:stored
storefront,n. 店面,9,28391,s:storefronts
storehouse,"n. 仓库, 储藏所, 宝库\n[机] 库房, 贮藏库, 仓库",9,28392,s:storehouses
storekeeper,n. 店主,0,28393,s:storekeepers
storeroom,"n. 储藏室, 库房",9,28394,s:storerooms
storey,n.(层)楼,4,5192,s:storeys/p:storeyed
storied,"a. 传说上有名的, 以历史画装饰的, 分层的",9,22904,
stork,n. 鹳,0,15716,s:storks
storm,n.风暴；暴(风)雨,2,2824,s:storms/p:stormed/i:storming/d:stormed/3:storms
stormwater, 暴雨水,0,28395,
stormy,a.有暴风雨的；激烈的,4,8658,t:stormiest/r:stormier
story,n.故事，小说，传说,1,633,s:stories
storyboard,n. （电影、电视节目或商业广告等的）情节串连图板,0,28396,s:storyboards/i:storyboarding
storybook,"n. 故事书, 小说",9,28397,s:storybooks
storyline,n. 故事情节,0,28398,s:storylines
storyteller,"n. 说故事的人, 故事作者",9,28399,s:storytellers
storytelling,"n. 说故事, 说谎话",9,28400,
stout,a. 结实的；矮胖的；勇敢的；激烈的\nn. 矮胖子；烈性啤酒,3,6778,r:stouter/t:stoutest/s:stouts
stouthearted,a. 刚毅的，大胆的,8,28401,
stoutly,"adv. 刚强地, 坚决地",0,16432,
stove,n.炉，火炉，电炉,3,6582,s:stoves/d:stoved/p:stoved/0:stove/1:p
stovepipe,"n. 火炉烟囱, 大礼帽",0,28402,
stow,"vt. 收藏, 装填, 贮藏, 装满, 使暂留, 堆垛",9,13219,d:stowed/p:stowed/i:stowing/3:stows
stowaway,n. （藏于轮船、飞机中的）偷乘者,8,28403,s:stowaways
straddle,"n. 跨坐, 观望 v. 跨坐, 两腿叉开坐, 观望",9,18217,i:straddling/p:straddled/3:straddles/d:straddled
strafe,"vt. 猛烈炮轰, 惩罚, 用机枪扫射, 损害\nn. 猛烈炮轰, 机枪扫射, 损害",0,23134,d:strafed/i:strafing/p:strafed/3:strafes
straggle,v. 迷路；落伍；蔓延,8,20143,i:straggling/p:straggled/3:straggles/d:straggled/s:straggles
straggler,"n. 游荡者, 朱经请假擅离船舰的人员, 掉队者",0,23620,s:stragglers
straight,a.直的；正直的 ad.直,2,887,r:straighter/s:straights/t:straightest
straightaway,"n. 直道\na. 直线行进的, 通俗易懂的, 立刻的",0,14639,
straighten,"vt. 弄直, 整顿, 清理, 使改正\nvi. 直起来, 改正, 好转",9,11083,p:straightened/i:straightening/d:straightened/3:straightens
straightforward,adj. 1. 诚实的，坦白的 2. 易懂的，易做的,3,3239,
straightforwardly,adv. 正直地,0,17886,
strain,vt.拉紧 vi.尽力,4,2721,s:strains/i:straining/d:strained/p:strained/3:strains
strained,"a. 紧张的, 滤过的, 矫饰的",9,5847,0:strain/1:dp/d:strained/p:strained
strainer,"n. 用力拉的人, 松紧扣, 过滤器, 滤网",9,21330,s:strainers
strait,"n. 海峡, 困境\na. 困难的, 窘迫的, 狭窄的",3,10977,s:straits
straiten,v. 使陷入困难；使变窄,8,28404,d:straitened/p:straitened/i:straitening/3:straitens
straitjacket,n. 紧身衣,0,17801,s:straitjackets
strand,n. (绳索、缆线等的)一股，一缕,5,5053,s:strands/d:stranded/p:stranded/i:stranding/3:strands
stranded,a. 搁浅的，进退两难的,8,6674,0:strand/1:dp/d:stranded/p:stranded
strange,a.陌生的；奇怪的,2,1348,r:stranger/t:strangest
strangely,"adv. 奇妙地, 奇怪地, 不可思议地",9,5048,
strangeness,"n. 奇妙, 不可思议, 陌生\n[化] 奇异性",9,13796,s:strangenesses
stranger,n.陌生人；新来者,3,3880,0:strange/1:r/s:strangers
strangle,"vt. 勒死, 扼死, 压制, 使窒息, 抑制\nvi. 被扼死, 被绞死, 窒息而死",9,15094,d:strangled/p:strangled/i:strangling/s:strangles/3:strangles
strangled,v. 扼死( strangle的过去式和过去分词 ); 使窒息; 抑制; 压制,0,9111,0:strangle/1:dp/d:strangled/p:strangled
stranglehold,"n. 勒颈, 压制自由, 抑制, 束缚",0,28405,
strangler,"n. 扼杀者, 压制者, (英)阻气门, 阻塞门",0,22905,s:stranglers
strangling,n. 扼杀\nv. 扼死( strangle的现在分词 ); 使窒息; 抑制; 压制,0,16687,0:strangle/1:i/i:strangling/s:stranglings
strangulation,n. 扼杀，勒死,8,19719,
strap,n.带子 vt.捆扎,4,7620,s:straps/d:strapped/p:strapped/i:strapping/3:straps
strapless,"a. 无带的, 无背带的",0,21456,
strapping,"a. 魁伟的, 巨大的",9,15647,0:strap/1:i/i:strapping/s:strappings
stratagem,n. 精心设计（用以蒙蔽他人）的谋略，策略,8,19013,s:stratagems
strategic,"a. 战略的, 战略上的\n[经] 战略的",9,2400,
strategically,"adv. 在战略上, 颇策略地",9,10134,
strategist,n. 战略家,9,18590,s:strategists
strategize,vi.制订战略[行动计划]\nvt.为…制订战略[行动计划],0,28406,
strategy,n.战略；策略,4,1383,s:strategies
stratification,"n. 层化, 阶层的形成, 分层",9,8551,s:stratifications
stratified,a. 分层的；形成阶层的；分为不同等级的,0,13582,d:stratified/0:stratify/i:stratifying/3:stratifies/s:stratifies
stratify,v. （使）分层，（使）分等级,8,24192,d:stratified/i:stratifying/p:stratified/3:stratifies
stratosphere,"n. 同温层, 最上层, 尖端的学科领域",9,12288,
stratospheric,a. 同温层的,9,15648,
stratum,n. [pl. strata]地层,7,13110,s:strata
straw,n.稻草，麦杆吸管,3,3923,s:straws/i:strawing/p:strawed/3:straws/d:strawed
strawberry,n.草莓,3,8343,s:strawberries
stray,v. 走失，迷路，离题 adj. 1. 流浪的，迷路的 2. 孤零的，离群的,5,7194,p:strayed/d:strayed/i:straying/s:strays/3:strays
streak,n. 1. 条纹，纹理 2. (性格上不太好的)特质，性情，癖性 v. 在…上加条纹,5,7867,s:streaks/p:streaked/d:streaked/i:streaking/3:streaks
streaked,a. 有条纹的,0,10441,0:streak/1:pd/d:streaked/p:streaked
streaky,"a. 有条纹的, 有斑点的, 容易变的",0,18319,
stream,n.河；流 vi.&vt.流,3,2679,s:streams/i:streaming/p:streamed/d:streamed/3:streams
streambed,n. 河床,0,28407,
streamer,"n. 横幅, 饰带, 流光, 通栏标题",9,20568,s:streamers
streaming,[电] 流,0,9016,0:stream/1:i/i:streaming
streamline,v. 1. 把…设计或制成流线型 2. 使精简,5,12573,i:streamlining/d:streamlined/p:streamlined/3:streamlines
streamlined,"a. 流线的, 流线型的, 集成一个整体的, 现代化了的, 精简了的, 合理化了的",9,11344,0:streamline/1:dp/d:streamlined/p:streamlined
street,n.街，街道；行车道,1,454,s:streets
streetcar,n. 有轨电车,9,23034,
streetlamp,n. 街灯,0,28408,s:streetlamps
streetlight,"n. 街灯, 路灯",9,28409,s:streetlights
streetwise,n. 在现代化大城市的生存能力,0,28410,
strength,n.力，力量，力气,3,1214,s:strengths
strengthen,vt.加强，巩固,3,4468,d:strengthened/i:strengthening/p:strengthened/3:strengthens
strengthened,"v. 加强, 巩固( strengthen的过去式和过去分词 )",0,4725,0:strengthen/1:dp/p:strengthened/d:strengthened
strengthening,"[医] 强化的; 强化, 加固",9,5757,0:strengthen/1:i/i:strengthening
strenuous,"a. 奋发的,热心的,热烈的,紧张的",6,9364,
strenuously,adv. 勤奋地；费力地,9,14378,
strep,a. 链球菌的,0,25009,
stress,n.压力；重音 vt.着重,3,1641,p:stressed/d:stressed/3:stresses/i:stressing/s:stresses
stressed,a. 感到有压力的；紧张的,0,2834,0:stress/1:pd/p:stressed/d:stressed
stressful,"a. 着重, 强调, 重读, 使受应力",9,8956,
stressor,[医] 紧张性刺激; 应激物,9,28411,s:stressors
stretch,vt.伸展 vi.伸 n.伸展,4,2749,p:stretched/i:stretching/d:stretched/s:stretches/3:stretches
stretched,"a. 拉伸的, 伸展了的",0,3199,0:stretch/1:pd/d:stretched/p:stretched
stretcher,"n. 担架, 延伸器",9,12187,s:stretchers/d:stretchered/p:stretchered
stretching,"[机] 伸展作业, 锻伸作业",0,4439,0:stretch/1:i/i:stretching
stretchy,"a. 可延伸的, 有弹性的, 易延伸过长的",0,21794,s:stretchies
strew,v. 撒，散播,8,22387,d:strewn/i:strewing/p:strew/0:strew/1:p/3:strews/s:strews
striate,v. 在...加上条纹,8,22906,d:striated/p:striated/i:striating/3:striates
striated,a. 有条纹的,8,22388,0:striate/1:dp/p:striated
stricken,a. 被（疾病等）折磨的；被击中的,8,6994,
strict,a.严格的；严谨的,2,3148,r:stricter/t:strictest
strictly,ad.严格地，严谨地,4,3250,
strictness,"n. 严格, 严密, 严重",0,22253,
stricture,n. 严厉谴责；束缚,8,12918,s:strictures/i:stricturing/p:strictured
stride,v. 1. 大步行走 2. 跨过，跨越 n. 大步，阔步，跨幅,5,6749,p:strode/i:striding/s:strides/3:strides/d:strode
strident,a. 尖声的，刺耳的,8,11271,
stridently,adv. 刺耳地；尖声地,0,21331,
Strider,n. 出击飞龙（游戏名）,0,25353,s:striders
strife,n. 纷争，冲突,6,9464,
strike,vt.&vi.打，击 n.罢工,2,1450,p:struck/d:struck/s:strikes/3:strikes/i:striking
strikeout,"n. 三击未中出局, 失败",9,28412,
striker,"n. 打击者, 罢工者",9,4146,s:strikers
striking,"a. 醒目的, 惊人的, 打击的, 罢工的\n[法] 罢工的, 罢市的, 罢课的",6,2691,0:strike/1:i/i:striking
strikingly,"adv. 显著地, 惊人地, 引人注目地",9,9064,
string,n.线，细绳；一串,3,2436,s:strings/d:strung/i:stringing/3:strings/p:strung
stringed,a. 有弦的,0,20346,0:string/d:stringed/p:stringed/i:stringing/s:strings/3:strings
stringent,"a. 迫切的,严厉的,银根紧的",7,7401,
stringer,"n. 纵梁, 楼梯基, 上弦工人, 出售弓弦的人, 制造弓弦的人",0,28413,s:stringers
stringy,"a. 线, 绳的, 纤维的, 粘性的",9,18498,r:stringier
strip,vt.剥；夺去 n.条带,4,3177,s:strips/d:stripped/i:stripping/p:stripped/3:strips
stripe,n.条纹，条子,4,11345,s:stripes/d:striped/i:striping/p:striped/3:stripes
striped,a. 有斑纹的,9,6542,0:stripe/1:dp/d:striped/p:striped
striper,[美俚](戴有臂章的)现役军人或海军军官,0,28414,
stripped,a. 剥去的,9,5001,0:strip/1:dp/d:stripped/p:stripped
stripper,"n. 脱衣舞演员; 剥...的人, 刮毛器, 折卸器, 剥皮器; 低产井, 枯竭井",9,15717,s:strippers
striptease,n. 脱衣舞\nvi. 跳脱衣舞,0,28415,
strive,v. 1. 抗争，搏斗 2. 奋勉，努力,5,8807,i:striving/p:strove/3:strives/d:striven
striving,n. 努力；斗争,0,8445,0:strive/1:i/i:striving/s:strivings
strobe,"n. 闪光, 频闪仪, 频闪管",0,20347,s:strobes/i:strobing/p:strobed/d:strobed/3:strobes
stroke,n.打，击；鸣声；中风,4,3469,s:strokes/p:stroked/i:stroking/3:strokes/d:stroked
stroll,n. & v. 漫步，闲逛，遨游,5,7432,i:strolling/3:strolls/s:strolls/p:strolled/d:strolled
stroller,"n. 散步者, 流浪者",9,24643,s:strollers
strong,a.强壮的；擅长的,1,527,r:stronger/t:strongest
stronghold,"n. 要塞, 堡垒, 大本营",9,11387,s:strongholds
strongly,ad.强壮地，强烈地,4,1762,
strongman,n. 大力士,0,28416,s:strongmen
structural,a.结构的，构造的,4,2586,
structuralism,n. 结构主义,0,11099,
structuralist,"n. 结构主义者, 结构语言学家",0,10399,s:structuralists
structurally,[计] 结构地,9,11366,
structure,n.结构；构造 vt.建造,4,621,s:structures/d:structured/i:structuring/3:structures/p:structured
structured,a. 有结构的\n[计] 结构的,9,3772,1:dp/0:structure/d:structured
structuring,[计] 结构的,9,9915,0:structure/1:i/i:structuring/s:structurings
strudel,n. 果馅卷,0,23250,
struggle,n.&vi.斗争，奋斗,3,1834,i:struggling/p:struggled/s:struggles/d:struggled/3:struggles
struggling,"a. 努力的, 奋斗的, 苦斗的",9,3410,0:struggle/1:i/i:struggling
strum,n. 弹拨(声) v. 漫不经心地弹奏,9,22254,i:strumming/p:strummed/3:strums/d:strummed/s:strums
strung,string的过去式和过去分词,0,9309,0:string/1:dp/d:strung
strut,v. 趾高气扬地走；n. 支柱，支杆,8,15416,s:struts/p:strutted/i:strutting/3:struts/d:strutted
stub,"n. 断肢, 烟蒂, 树桩, 残余, 存根 vt. 连根拔除, 踩熄 [计] 存根",9,16167,p:stubbed/s:stubs/i:stubbing/d:stubbed/3:stubs
stubble,"n. 残株, 茬",9,11490,s:stubbles/d:stubbled/p:stubbled
stubborn,adj. 1. 顽固的，执拗的 2. 棘手的，难对付的,3,8218,
stubbornly,adv. 倔强地；顽固地,9,11388,
stubbornness,n. 倔强；顽强；棘手,9,17152,
stubby,"a. 又短又秃的(铅笔), 粗而短的(身材), 浓密短硬的(毛发)",9,14990,r:stubbier/s:stubbies
stucco,"n. 粉饰灰泥 vt. 涂以灰泥, 粉刷",9,15299,i:stuccoing/p:stuccoed/3:stuccos/d:stuccoed
stuck,stick的过去式和过去分词,9,2249,0:stick/1:pd/d:stuck/p:stuck
stud,"n. 装饰钮扣, 大头钉, 领扣, 种马 vt. 镶嵌, 点缀, 散布",9,8279,s:studs/p:studded/d:studded/i:studding/3:studs
studded,"v. 布满颗粒, 打上装饰钉, 镶嵌; 镶嵌(stud的过去式和过去分词)",0,9429,0:stud/1:pd/p:studded
student,n.学生；研究生，学者,2,1116,s:students
studied,a. 慎重的；认真习得的,8,2002,0:study/1:dp/p:studied/d:studied
studio,"n. 工作室, 画室, 演播室, 电影制片厂",3,1142,s:studios
studious,"a. 爱好学问的, 用功的, 勤学的, 故意的",0,18320,
studiously,adv. 故意地；好学地；注意地,0,16565,
study,n.学习，研究 vt.学,1,401,s:studies/i:studying/d:studied/p:studied/3:studies
stuff,n.材料 vt.装，填，塞,4,1228,d:stuffed/p:stuffed/i:stuffing/s:stuffs/3:stuffs
stuffed,已经喂饱了的; 塞满了的,9,5283,0:stuff/1:dp/d:stuffed/p:stuffed
stuffer,"n. 填塞工人, (非正式)贩卖假货的人\n[计] 填充器",0,28417,s:stuffers
stuffing,"n. 填塞物, 填料",9,9240,0:stuff/1:i/i:stuffing/s:stuffings
stuffy,"a. 闷热的, 窒息的, 乏味的, 固步自封的, 自以为是的",9,12217,s:stuffies/t:stuffiest/r:stuffier
